,Timestamp,How old are you?,Gender identity,How often do you attend raves/electronic music events?,Years of experience in the rave scene,What is your primary role in the rave scene?,How often do you engage in conversations on the dancefloor?,"If you talk on the dancefloor, what's the primary reason?",How long do your dancefloor conversations typically last?,Do you perceive talking on the dancefloor as:,Have you noticed a change in dancefloor talking behavior since the COVID-19 pandemic?,What factors do you think contribute to increased talking on the dancefloor? (Select all that apply,How important is it to you to have a quiet dancefloor environment?,How likely are you to ask others to stop talking if it's disturbing your experience?,Do you think talking on the dancefloor affects your own experience?,Do you think talking on the dancefloor affects DJ's performance?,Do you think talking on the dancefloor affects overall event atmosphere?,"In your opinion, what's the best way to address excessive talking on the dancefloor?",Have you noticed any differences in talking behavior based on the time of night or duration of the event?,"Has your own talking behavior on the dancefloor changed over time? If yes, why?",Is there anything else you'd like to share about dancefloor etiquette or your experiences with talking at raves?,Categorized_Roles,Role_Attendee/Raver,Role_DJ,Role_Producer,Role_Event organizer,Role_Club staff,Role_Other,Number_of_Roles
53,7/25/2024 13:31:16,25-34,Male,Monthly,8+,"Attendee/Raver, Event organizer",Rarely,Commenting on the music/performance,Just a few words,Somewhat acceptable,"Yes, more talking","Desire for social connection, Venue layout (lack of dedicated socializing areas)",5,5,"Yes, negatively","Yes, negatively","Yes, negatively",Be friendly and gently explain/ask to move the convo somewhere else as it's annoying for the other people,The earlier in the night the more talking,"Yes over the years I stopped talking, and that's due to experience in going to events. And I think no talking is especially super important front row.","If you have more questions, I'm open to talk about it! I think it's an interesting subject! insta: sem.embdmnt","['Attendee/Raver', 'Event organizer']",1,0,0,1,0,0,2
54,7/25/2024 13:38:27,25-34,Male,Monthly,4-7,Attendee/Raver,Rarely,Commenting on the music/performance,Just a few words,Somewhat unacceptable,"Yes, more talking",Changing social norms,4,3,"Yes, negatively","Yes, negatively","Yes, negatively","Just tell the people that you’re finding it disturbing, the dancefloor is for dancing",,,,['Attendee/Raver'],1,0,0,0,0,0,1
55,7/25/2024 13:46:31,25-34,Male,Weekly,8+,"Attendee/Raver, DJ, Event organizer",Rarely,Commenting on the music/performance,Just a few words,Somewhat unacceptable,No change,"I wouldn't say it has increased, it is at around the same as before COVID.",4,2,"Yes, negatively",No effect,"Yes, negatively","Have people that are there for the DJ's and the music, also for the opening DJ's. Then the people on the dancefloor are there for the music and the people who want to socialize can hang out at the bar area. ","I would say that at club nights before 1 am or 1:30 that is when the most talking is happening. It is basically just a borrel, and then when people let more loose they are more into the party than into the borrel.","No not really, I go out for the music and to see DJ's play. When I talk it is mostly about the music that is played.",I think Dutch people just like to borrel first and catch up with their friends before partying. But maybe they should do that in the bar before coming to the club...,"['Attendee/Raver', 'DJ', 'Event organizer']",1,1,0,1,0,0,3
56,7/25/2024 13:49:33,25-34,Female,Weekly,4-7,Attendee/Raver,Rarely,Meeting new people,Just a few words,Somewhat unacceptable,Unsure,"Desire for social connection, Influence of alcohol or substances",4,1,"Yes, negatively",No effect,"Yes, negatively",,,,,['Attendee/Raver'],1,0,0,0,0,0,1
57,7/25/2024 14:05:57,35-44+,Female,Monthly,8+,Attendee/Raver,Rarely,Commenting on the music/performance,Just a few words,Somewhat unacceptable,"Yes, more talking","Desire for social connection, Influence of alcohol or substances",4,4,No effect,"Yes, negatively","Yes, negatively",Ask politely if they can stop or move ,"Yes, longer events tend to have more talking",No,A lot of the people talking seem to be young and international,['Attendee/Raver'],1,0,0,0,0,0,1
58,7/25/2024 14:16:18,35-44+,Male,Weekly,8+,Attendee/Raver,Sometimes,Meeting new people,Just a few words,Completely acceptable,No change,Desire for social connection,3,1,"Yes, positively","Yes, negatively","Yes, negatively",We shouldnt,Night less talking ,No,,['Attendee/Raver'],1,0,0,0,0,0,1
59,7/25/2024 14:47:39,25-34,Male,Monthly,0-3,Attendee/Raver,Sometimes,All of the above,1-5 minutes,Somewhat acceptable,Unsure,"Desire for social connection, Influence of alcohol or substances",2,3,"Yes, positively",No effect,No effect,,,,,['Attendee/Raver'],1,0,0,0,0,0,1
60,7/25/2024 14:52:45,18-24,Male,Weekly,0-3,"Attendee/Raver, DJ, Event organizer, Club staff",Rarely,Commenting on the music/performance,Just a few words,Somewhat unacceptable,Unsure,Influence of alcohol or substances,4,5,"Yes, negatively","Yes, negatively","Yes, negatively",,,,,"['Attendee/Raver', 'DJ', 'Event organizer', 'Club staff']",1,1,0,1,1,0,4
61,7/25/2024 15:06:40,18-24,Female,Weekly,0-3,"Attendee/Raver, Event organizer",Rarely,Commenting on the music/performance,Just a few words,Somewhat unacceptable,,"Desire for social connection, Influence of alcohol or substances",3,2,"Yes, negatively",No effect,"Yes, negatively",Ask people directly to talk elsewhere (I’m personally way too shy to do that though),"I believe more people talk earlier in the night, as the night progresses only the hardcore dancers remain","No, I have always kept it brief",,"['Attendee/Raver', 'Event organizer']",1,0,0,1,0,0,2
62,7/25/2024 15:12:27,18-24,Non-binary,Weekly,4-7,"Attendee/Raver, DJ, Club staff, photographer",Sometimes,dumb jokes mainly,Just a few words,Somewhat unacceptable,"Yes, more talking","Influence of alcohol or substances, Changing social norms",4,3,"Yes, negatively","Yes, negatively","Yes, negatively",if it’s excessive just ask to move the conversation somewhere else,"yes, way worse in the beginning of the night, most events the talking gets less when the drunks get tired & leave(after 4/5 ish)",not really I think,nope,"['Attendee/Raver', 'DJ', 'Club staff', 'Other']",1,1,0,0,1,1,4
63,7/25/2024 15:49:20,18-24,Non-binary,Monthly,0-3,Attendee/Raver,Rarely,Commenting on the music/performance,Just a few words,Somewhat unacceptable,"Yes, more talking","Desire for social connection, Influence of alcohol or substances, Changing social norms, Venue layout (lack of dedicated socializing areas)",5,4,"Yes, negatively","Yes, negatively","Yes, negatively","Speak up if someone is speaking around you and make the house rules very clear to discourage speaking on the dancefloor, more informatics, posters etc.","Dancefloor is a lot more manageable after 4 am, when the talking also dies out",Never liked talking on the dancefloor except for when asking for water etc.,"I feel like people also have become pushier over time, trying to get to the front etc.",['Attendee/Raver'],1,0,0,0,0,0,1
64,7/25/2024 16:21:29,25-34,Female,Monthly,8+,Attendee/Raver,Sometimes,Commenting on the music/performance,1-5 minutes,Somewhat unacceptable,"Yes, more talking",Changing social norms,4,3,"Yes, negatively","Yes, negatively",No effect,,The later the less talking,Less talking,,['Attendee/Raver'],1,0,0,0,0,0,1
65,7/25/2024 16:23:18,18-24,Female,Weekly,0-3,"Attendee/Raver, Club staff",Rarely,Socializing with friends,Just a few words,Somewhat unacceptable,,"Influence of alcohol or substances, ",4,2,"Yes, negatively",No effect,"Yes, negatively",,,,"I just believe talking on the dance floor is disrespectful to the DJ and maybe shows how you do not really care  the music. Personally my reason of going out is for the DJs so i do not like it when somebody next to me is talking louder then the DJ is playing. I somewhat think that in clubs that have dedicated chilling areas, in house rules it should include to respect DJs and keep the talking to minimum or something along those lines.","['Attendee/Raver', 'Club staff']",1,0,0,0,1,0,2
66,7/25/2024 16:30:57,25-34,Male,Monthly,0-3,Attendee/Raver,Sometimes,Meeting new people and Commenting on the music/performance,Just a few words,Somewhat unacceptable,Unsure,"You are assuming it increased, not sure. But reasons for talking I would place at substances for sure. Better layout could help. It has happened to me where I was front row at De School as a fan of 1 artist as a solo-rave,  mentioned something about the artist to the guy next to me, followed by us nerding out about him yapping for 5 minutes, front row! Only to realise 5 minutes in we are being rude as fuck. Def the substances, sorry Hunee and people.",4,3,"Yes, negatively",No effect,"Yes, negatively","As a 'raver' I'd approach it non-verbaly in a postive way.

Get them to dance, hype them up.

If they don't get that message try to talk to them to gauge if they are oblivious to their impact on the experience to others. If so, kindly tell them; 'Some people feel talking too much takes away from the dancing experience of others, could be nice to do it off the dancefloor ;)'

If that gets ignored I'd move myself elsewhere if it bothers me.","More the party and the venue, and the pace of the music. Can't relate it too much.
If an area barely has chill spots, people will yap on the dancefloor. Have amazing chill spots or viewpoints people will yap there.","Yes, starting off I did not know it was bad etiquette. Guy I was yapping with after 2 minutes said: ""I'm gonna dance now, not nice to talk too much on the dancefloor"" and then it clicked for me.","Kill with kindness.
Approach it as a don't shoot the messenger. 'Some people don't like if we talk too much'
Venues should also talk about it on their social media, housel rules and maybe have posters to make unaware yappers aware. And it makes it easier to tell yappers to shush.


Caveat being. A mute crowd, not engaging with each other, all facing the DJ in their own zone does not make a nice party. Look at 2002 Awakening sets and people are dancing and talking with each other the whole time. 

So who knows what is best. Aware and intentfull interactions is what is great.",['Attendee/Raver'],1,0,0,0,0,0,1
67,7/25/2024 16:37:13,25-34,Non-binary,Weekly,0-3,"Attendee/Raver, Management ",Rarely,Commenting on the music/performance,Just a few words,Somewhat unacceptable,"Yes, more talking",Changing social norms,4,3,"Yes, negatively",No effect,No effect,"I usually say ‘hi babe later, we’re on the dance floor’ and raise my hand ",No,No,I think it depends on the venue,"['Attendee/Raver', 'Other']",1,0,0,0,0,1,2
68,7/25/2024 16:38:33,25-34,Male,Monthly,8+,Attendee/Raver,Often,Commenting on the music/performance,Just a few words,Neutral,"Yes, more talking","Desire for social connection, Influence of alcohol or substances, Venue layout (lack of dedicated socializing areas)",3,4,,,,,,,,['Attendee/Raver'],1,0,0,0,0,0,1
69,7/25/2024 16:51:55,25-34,Female,Monthly,0-3,Attendee/Raver,Rarely,Commenting on the music/performance,Just a few words,Somewhat unacceptable,Unsure,"Changing social norms, Venue layout (lack of dedicated socializing areas)",3,2,"Yes, negatively","Yes, negatively","Yes, negatively",More areas to socialise and adding to the house rules of the club/event that excessive talking is discouraged. ,,,"I'm not bothered by (a bit of) talking per se, but it often goes hand in hand with taking up a lot of space, being unaware of the surroundings and seeming uninterested in the music, which really kills the energy!",['Attendee/Raver'],1,0,0,0,0,0,1
70,7/25/2024 16:57:51,18-24,Male,Monthly,4-7,Attendee/Raver,Sometimes,Commenting on the music/performance,1-5 minutes,Neutral,Unsure,"Influence of alcohol or substances, Venue layout (lack of dedicated socializing areas)",3,2,No effect,No effect,"Yes, negatively",If its really bothering you then you can always ask politely if they could stop talking or go to a chill area and continue there. ,"The talking happens more in the beginning of the night. Later on people loosen up more and more, start to dance harder and feel the substances they have used more. ","Not really I think, but I notice that I talk more if I have used any form of stimulating substances",,['Attendee/Raver'],1,0,0,0,0,0,1
71,7/25/2024 19:00:07,18-24,Male,Monthly,0-3,Attendee/Raver,Sometimes,Commenting on the music/performance,Just a few words,Somewhat acceptable,"Yes, more talking","Influence of alcohol or substances, Changing social norms",2,2,"Yes, positively","Yes, negatively",No effect,"Just ask, the dancefloor is a safespace where everyone has to feel the space to speak up if something is bothering them",more talking if its earlier and not everyone is fucked up,i just have short convos,-,['Attendee/Raver'],1,0,0,0,0,0,1
72,7/25/2024 19:21:42,18-24,Male,Weekly,4-7,"Attendee/Raver, DJ, Producer, Event organizer, Club staff",Sometimes,Commenting on the music/performance,Just a few words,Somewhat unacceptable,No change,"Desire for social connection, Venue layout (lack of dedicated socializing areas), Weak soundsystems",4,2,"Yes, negatively","Yes, negatively","Yes, negatively",,,,,"['Attendee/Raver', 'DJ', 'Producer', 'Event organizer', 'Club staff']",1,1,1,1,1,0,5
73,7/25/2024 19:29:23,25-34,Male,Monthly,4-7,Attendee/Raver,Sometimes,Commenting on the music/performance,Just a few words,Somewhat acceptable,Unsure,"Changing social norms, Venue layout (lack of dedicated socializing areas)",3,1,"Yes, negatively",No effect,"Yes, negatively",,,,,['Attendee/Raver'],1,0,0,0,0,0,1
74,7/25/2024 19:49:52,18-24,Male,Weekly,0-3,Attendee/Raver,Rarely,Meeting new people,Just a few words,Somewhat unacceptable,Unsure,Influence of alcohol or substances,5,1,"Yes, negatively","Yes, negatively","Yes, negatively",,,,,['Attendee/Raver'],1,0,0,0,0,0,1
75,7/25/2024 22:22:41,25-34,Female,Monthly,0-3,Attendee/Raver,Rarely,Socializing with friends,Just a few words,Somewhat unacceptable,Unsure,"Desire for social connection, Influence of alcohol or substances, Social anxiety",4,2,"Yes, negatively",No effect,"Yes, negatively",Just politely ask for the talkers to go talk in a different place,,I guess a bit. I am more prone to express my feelings or make comments to my friends. But that never lasts long.,,['Attendee/Raver'],1,0,0,0,0,0,1
76,7/26/2024 0:11:09,18-24,Male,Monthly,0-3,Attendee/Raver,Sometimes,Meeting new people,1-5 minutes,Somewhat unacceptable,Unsure,Desire for social connection,3,1,No effect,"Yes, negatively",No effect,Just move to where the non talkers are ,No,No,No,['Attendee/Raver'],1,0,0,0,0,0,1
77,7/26/2024 5:27:16,35-44+,Female,Every few months,8+,Attendee/Raver,Rarely,Commenting on the music/performance,Just a few words,Completely unacceptable,"Yes, more talking","Desire for social connection, Influence of alcohol or substances, Changing social norms",5,4,"Yes, negatively","Yes, negatively","Yes, negatively",Venue explicitly highlighting etiquette rules + ravers pointing it out,Harder for talkers to chat towards the end of the night ,Nop - I dance front and center and guard my spot like the hulk ,"It’s become increasingly more to also see people using social media and devices through out performances, I mean not just a short clip but ongoing video calls to show someone who missed it the event, videos of people, selfies that don’t stop, and conversations to the point where they are not even facing the DJ anymore. Also excessive smoking while having these conversations. ",['Attendee/Raver'],1,0,0,0,0,0,1
78,7/26/2024 10:59:40,25-34,Male,Weekly,8+,Attendee/Raver,Rarely,Commenting on the music/performance,Just a few words,Somewhat unacceptable,"Yes, more talking","Desire for social connection, Changing social norms",4,1,"Yes, negatively","Yes, negatively","Yes, negatively",,,,,['Attendee/Raver'],1,0,0,0,0,0,1
79,7/26/2024 11:06:42,35-44+,Male,Weekly,8+,"Attendee/Raver, DJ, Producer, Event organizer, Laserist",Never,"Commenting on performance or logistical - going to toilet, getting a beer, etc",Just a few words,Completely unacceptable,"Yes, more talking","Desire for social connection, Influence of alcohol or substances, Changing social norms",5,4,"Yes, negatively","Yes, negatively","Yes, negatively",Dedicated ushers who instruct people to move off the dancefloor if they wish to engage in conversation,"Very early and very late tend to get more social as the crowd is usually smaller with people who know each other. Sometimes when normal bars are closing, the rush of bar patrons looking for an ""afterparty"" can lead to more talking on the dancefloor for an hour or two. ","I was never a dancefloor talker. There are (or should be) other, quieter parts of the venue for that.","The more people talk on the dancefloor, the more people tend to think it's ok to talk to the DJ or lighting team which can be detrimental to the performance. ","['Attendee/Raver', 'DJ', 'Producer', 'Event organizer', 'Other']",1,1,1,1,0,1,5
80,7/26/2024 12:40:39,18-24,Male,Weekly,0-3,Attendee/Raver,Sometimes,"Mostly socializing and meeting new people, but also commenting about the music and how much we like it",1-5 minutes,Neutral,Unsure,"Desire for social connection, Influence of alcohol or substances, Changing social norms",2,4,"Yes, positively","Yes, negatively","Yes, positively","Ask people to talk in the chill area or more at the back, shouldt talk much when you’re surrounded with lots of people who are enjoying the performance","Daytime more talking, but nighttime raves also attract different people","Yes, less when im sober, more when im using",,['Attendee/Raver'],1,0,0,0,0,0,1
81,7/26/2024 13:16:08,18-24,Male,Every few months,0-3,Attendee/Raver,Never,Commenting on the music/performance,Just a few words,Somewhat unacceptable,Unsure,Changing social norms,1,1,No effect,No effect,"Yes, negatively",To keep the mood in I think it'd be best if people who are about to strike up a conversation leave the dancefloor real estate available for people who are dancing and paying attention to the dj and the music.,"If it's a longer duration rave people seem to be less inclined to leave the dancefloor for a convo, as far as i can tell.",Not really,Eventhough I have noticed more people talking on the dancefloor I don't see it as an actual problem until it starts negatively impacting the mood on the dancefloor.,['Attendee/Raver'],1,0,0,0,0,0,1
82,7/26/2024 13:50:42,35-44+,Female,Monthly,8+,Attendee/Raver,Rarely,Socializing with friends,Just a few words,Somewhat unacceptable,No change,Changing social norms,5,1,"Yes, negatively","Yes, negatively","Yes, negatively",Make the party organizers enforce that talking elsewhere than on the dancefloor would be ideal :D,No ,No,,['Attendee/Raver'],1,0,0,0,0,0,1
83,7/26/2024 15:03:17,18-24,Female,Monthly,0-3,Attendee/Raver,Rarely,Commenting on the music/performance,Just a few words,Somewhat unacceptable,Unsure,Changing social norms,5,2,"Yes, negatively","Yes, negatively","Yes, negatively",,,,,['Attendee/Raver'],1,0,0,0,0,0,1
84,7/26/2024 15:32:35,25-34,Male,Weekly,0-3,Attendee/Raver,Rarely,Socializing with friends,Just a few words,Completely unacceptable,Unsure,"Social anxiety, Venue layout (lack of dedicated socializing areas)",3,1,"Yes, negatively","Yes, negatively","Yes, negatively","Louder music and a redesign of the dancefloor layout. In my experience, the talking happens mainly at the back and on the sides (the periphery of the dance floor) since there is more space and it’s generally further from the speakers. If we can make these spots less attractive to talk in by making them more like the front (i.e. more crowded and loud) I think the talking would go elsewhere ","Yes, the later into the night it gets the less talkers there are. I think it’s because those that are there to socialise by talking don’t generally stay until closing ","No, I can’t hear anything when people speak on the dance floor and I am there to dance. If I want to talk I go outside where it’s easier.",I think it’s fairly common sense but people should never use their flash and I think that cellphones should be locked in lockers and banned from the dance floor. They kill the vibe worse than talking.,['Attendee/Raver'],1,0,0,0,0,0,1
85,7/26/2024 17:29:58,35-44+,Male,Weekly,8+,Attendee/Raver,Sometimes,Meeting new people,Just a few words,Neutral,Unsure,"Desire for social connection, Venue layout (lack of dedicated socializing areas)",3,1,No effect,No effect,No effect,,,,,['Attendee/Raver'],1,0,0,0,0,0,1
86,7/26/2024 19:01:42,25-34,Female,Monthly,8+,Attendee/Raver,Sometimes,Meeting new people,Just a few words,Neutral,Unsure,"Desire for social connection, Changing social norms, Venue layout (lack of dedicated socializing areas)",3,1,"Yes, negatively","Yes, negatively","Yes, negatively",More places to talk around the dancefloor ,Not really.. ,I think maybe.. Because other people are talking too ,,['Attendee/Raver'],1,0,0,0,0,0,1
87,7/26/2024 19:13:51,18-24,Male,Weekly,0-3,Attendee/Raver,Rarely,Meeting new people,Just a few words,Completely unacceptable,Unsure,"Changing social norms, Venue layout (lack of dedicated socializing areas)",4,2,"Yes, negatively","Yes, negatively","Yes, negatively","I don’t really know. I don’t want to be rude and ask the people in question to stop talking, or go to a chill area and talk there, but at the same time it’s really annoying when me or the people around me want to enjoy the music, and there is someone talking loudly right next to me. 

Maybe a good way to filter people is to have stricter standards on letting people into the club (like Berlin). If a person doesn’t look like they are there for the music, they shouldn’t be in the venue. That also goes hand in hand with mainly selling tickets at the door, and not having to buy tickets sometimes months in advance.",It’s usually earlier in the night when “non ravers” are in the venue. When they leave somewhat early (around 2/3) this phenomenon usually disappears.,Not really ,,['Attendee/Raver'],1,0,0,0,0,0,1
88,7/26/2024 22:53:43,25-34,Female,Monthly,0-3,Attendee/Raver,Sometimes,Commenting on the music/performance,Just a few words,Somewhat unacceptable,Unsure,"Desire for social connection, Influence of alcohol or substances",4,2,"Yes, negatively","Yes, negatively","Yes, negatively","Somehow getting a critical mass of the community to think the same about the 'sacredness' of the dancefloor, like back in the old rave days. But not sure how to spread this: a lot of people simply come to raves/clubs as a social gathering instead of an experience to completely offer themselves to the music... Perhaps better crowd selection can help...?","I think there's more talking earlier in the night, when everyone's tripping it's more of a quiet flow","I have started to try to connect a bit more to overcome my socially awkward self, I want to make more friends in this lovely community but it's often difficult in the social area where everyone is already in groups, so making some comments about the music on the dancefloor is easier. (Interesting how this contrasts my scores on the survey)",,['Attendee/Raver'],1,0,0,0,0,0,1
89,7/27/2024 0:03:20,25-34,Male,Weekly,0-3,Attendee/Raver,Rarely,Socializing with friends,Just a few words,Somewhat unacceptable,Unsure,"Changing social norms, Venue layout (lack of dedicated socializing areas)",4,1,"Yes, negatively",No effect,"Yes, negatively",,,,,['Attendee/Raver'],1,0,0,0,0,0,1
90,7/27/2024 3:45:47,18-24,Male,Monthly,0-3,Attendee/Raver,Rarely,Commenting on the music/performance,Just a few words,Somewhat unacceptable,Unsure,"Desire for social connection, Venue layout (lack of dedicated socializing areas)",4,1,"Yes, negatively",No effect,"Yes, negatively",Clubs and events speaking about it on social media,Mostly earlier in the night it's worse,"Yes, after I started going go less ""mainstream"" events",,['Attendee/Raver'],1,0,0,0,0,0,1
91,7/27/2024 11:00:15,35-44+,Female,Monthly,8+,Attendee/Raver,Rarely,Meeting new people,1-5 minutes,Somewhat unacceptable,No change,"Changing social norms, Venue layout (lack of dedicated socializing areas)",4,4,"Yes, negatively","Yes, negatively","Yes, negatively",Just like signs of no phones on the dancefloor no talking signs are also ok,It’s different for the type of event but there’s always more talking at the beginning of the night when everyone is arriving and later once people are probably more high they’re into the moment more and less about talking but festivals are different sometimes talking at festivals is fun,,,['Attendee/Raver'],1,0,0,0,0,0,1
92,7/28/2024 9:08:46,18-24,Male,Every few months,0-3,Attendee/Raver,Rarely,Meeting new people,1-5 minutes,Completely acceptable,Unsure,"Desire for social connection, Influence of alcohol or substances",1,1,"Yes, positively","Yes, negatively","Yes, positively",,,,,['Attendee/Raver'],1,0,0,0,0,0,1
93,7/28/2024 10:57:50,25-34,Male,Weekly,0-3,Attendee/Raver,Sometimes,Socializing with friends,Just a few words,Somewhat acceptable,Unsure,No Change,4,3,No effect,No effect,"Yes, negatively",,,,,['Attendee/Raver'],1,0,0,0,0,0,1
94,7/28/2024 16:38:59,35-44+,Male,Monthly,8+,Attendee/Raver,Sometimes,Socializing with friends,Just a few words,Somewhat unacceptable,No change,Desire for social connection,2,2,"Yes, negatively",No effect,"Yes, negatively","Raise awareness about the burden towards others by mentioning it to people as they might realize this. Clubs can actively promote minimized talking on the floor, for instance through the houserules ",Yes. More talking during longer events. Also more talking in the first hours. ,Yes. I’m not staring conversations myself on the floor and if someone starts talking to me and I’m interested I’ll only allow it if we are standing at the back or side or otherwise suggest to leave the floor to continue the conversation ,Not much. I’m relatively positive about etiquettes during the events I attend. Big fan of the no camera policy. If I’m bothered by talking people I usually move myself which I don’t find too problematic to do unless I have to move every five minutes off course (but maybe I should start speaking up to inform those people…). One thing that bothers me a lot more is people without situational awareness who will enter the dancefloor and pick a spot 10 cm in front of you. And people bumping into me when walking by or dancing. Luckily this also does not happen a lot at the events I attend. Cheers!,['Attendee/Raver'],1,0,0,0,0,0,1
95,7/28/2024 19:28:35,25-34,Female,Weekly,8+,Attendee/Raver,Rarely,Meeting new people,Just a few words,Somewhat unacceptable,"Yes, more talking",Influence of alcohol or substances,5,1,"Yes, negatively","Yes, negatively","Yes, negatively",,,,,['Attendee/Raver'],1,0,0,0,0,0,1
96,7/28/2024 20:14:05,25-34,Male,Monthly,8+,Attendee/Raver,Rarely,Other people come and talk to me,Just a few words,Somewhat unacceptable,Unsure,"Venue layout (lack of dedicated socializing areas), Not sure",5,1,"Yes, negatively",No effect,"Yes, negatively",Make it a houserule and inforce it as a community,,,,['Attendee/Raver'],1,0,0,0,0,0,1
97,7/28/2024 20:23:29,25-34,Female,Weekly,8+,Attendee/Raver,Sometimes,"Sharing thoughts of the moment. Can be on the music, can be socialising depends who's next to me",1-5 minutes,Somewhat acceptable,No change,Organiser/event. Partoes no curated for musical journeys will have crowd that catches up,5,1,"Yes, negatively",No effect,"Yes, negatively",Curate proper atmosphere and attract specific crowd. Have chilling areas and big dancefloors ,Yes-more ppl = come convos,No,Thanks for doing this! For me when im around talks i just move further in the dancefloor ,['Attendee/Raver'],1,0,0,0,0,0,1
98,7/28/2024 22:20:02,25-34,Male,Every few months,4-7,Attendee/Raver,Rarely,Commenting on the music/performance,Just a few words,Completely unacceptable,Unsure,Changing social norms,5,2,"Yes, negatively","Yes, negatively","Yes, negatively",They put stickers on the phones. They can warn you that excessive talking is not allowed in the dance floor,,,,['Attendee/Raver'],1,0,0,0,0,0,1
99,7/29/2024 2:46:50,35-44+,Male,Weekly,8+,"Attendee/Raver, DJ, Event organizer",Sometimes,Commenting on the music/performance,Just a few words,Somewhat acceptable,No change,"Desire for social connection, Influence of alcohol or substances, Changing social norms, Venue layout (lack of dedicated socializing areas), bad / boring music",3,3,No effect,No effect,"Yes, positively",say “move to the back / bar please”,more talking in the beginning,"more friends, more talking. boring set, more
talking. ","little talking, joking, having fun with one or two friends is fine and gezellig. as long as it isn’t too loud or as a big group on the front row / middle of the dance floor without dancing. then better go outside or near the bar","['Attendee/Raver', 'DJ', 'Event organizer']",1,1,0,1,0,0,3
100,7/29/2024 5:07:37,25-34,Male,Monthly,4-7,Attendee/Raver,Rarely,Meeting new people,Just a few words,Completely unacceptable,Unsure,Desire for social connection,5,2,"Yes, negatively",No effect,"Yes, negatively",,,,,['Attendee/Raver'],1,0,0,0,0,0,1
101,7/29/2024 13:49:14,18-24,Female,Monthly,0-3,Attendee/Raver,Rarely,Meeting new people,Just a few words,Somewhat unacceptable,Unsure,"Desire for social connection, Influence of alcohol or substances, Changing social norms",3,1,No effect,"Yes, negatively","Yes, negatively",have no long conversations on the dance floor as a houserule,,,,['Attendee/Raver'],1,0,0,0,0,0,1
102,7/29/2024 14:05:25,25-34,Male,Every few months,8+,Attendee/Raver,Rarely,Commenting on the music/performance,Just a few words,Somewhat unacceptable,"Yes, more talking","Changing social norms, lack of club etiquette and generation gap",4,1,"Yes, negatively","Yes, negatively","Yes, negatively",club etiquette in announcements,day is more ofc,no mostly have been alone for the music,zoomer ravers are quite annoying,['Attendee/Raver'],1,0,0,0,0,0,1
103,7/29/2024 17:20:04,18-24,Prefer not to say,Weekly,4-7,"Attendee/Raver, Event organizer",Always,Commenting on the music/performance,1-5 minutes,Completely acceptable,Unsure,Changing social norms,1,1,No effect,No effect,"Yes, positively",politely ask,yes most defiantly  often at free partys i am chatting and dancing constantly. sometimes dancing for a couple hours with not much talking just being in the zone  and other times just hanging out and yapping.  at clubs its very different   there is less of a community feel for me so i generally talk less at the beginning and middle of the night and socialise more in smokers later on in the night   or just alot less in general tbh,"yes i used to just stand in front of the speakers for hours often sober   but as i am more comfortable and ""experienced"" you could say  i tend to talk alot more","Hmmm  i should note that i have been making techno and electronic for about half my life   so often i am analyzing the tracks as im partying and want to talk about the music alot because im a big nerd. 
i also just get bored in clubs because the music is boring. im often going to the strangest and most experimental things i can get my hands on witch tend to be free partys. so maby i talk in the club more these dats because im passing the time till somthing more interesting happens
(this is just the section where i complain about club music being boring)","['Attendee/Raver', 'Event organizer']",1,0,0,1,0,0,2
104,7/30/2024 11:11:45,25-34,Male,Weekly,0-3,Attendee/Raver,Sometimes,Meeting new people,Just a few words,Somewhat acceptable,"Yes, more talking","Desire for social connection, Influence of alcohol or substances, Changing social norms",2,1,"Yes, negatively","Yes, negatively","Yes, negatively",,,,,['Attendee/Raver'],1,0,0,0,0,0,1
105,7/30/2024 13:19:09,25-34,Male,Weekly,4-7,Attendee/Raver,Sometimes,Socializing with friends,1-5 minutes,Somewhat unacceptable,"Yes, more talking","Influence of alcohol or substances, Venue layout (lack of dedicated socializing areas)",4,5,"Yes, negatively","Yes, negatively","Yes, negatively",Tell them. Educate first ,,Yes reduced ,,['Attendee/Raver'],1,0,0,0,0,0,1
106,7/30/2024 18:46:11,25-34,Male,Weekly,4-7,Attendee/Raver,Sometimes,Meeting new people,1-5 minutes,Somewhat acceptable,No change,"Influence of alcohol or substances, Changing social norms",3,1,"Yes, negatively",No effect,"Yes, negatively",,,,"I believe talking is fine, as long as you’re also dancing. If you’re not dancing, the talking should be done somewhere else ",['Attendee/Raver'],1,0,0,0,0,0,1
107,7/30/2024 20:34:57,25-34,Non-binary,Weekly,0-3,"Attendee/Raver, DJ",Sometimes,Commenting on the music/performance,Just a few words,Somewhat acceptable,Unsure,"Desire for social connection, Influence of alcohol or substances, Venue layout (lack of dedicated socializing areas)",4,1,"Yes, negatively",No effect,"Yes, negatively",,"It feels very influenced by the length of the event, what time the event is and what drugs people are taking (at some point people just drinking alcohol get tired and leave and it will get quieter)",No,,"['Attendee/Raver', 'DJ']",1,1,0,0,0,0,2
